Block,Street,Address,Zip,Trade Name,Corp Name,License
5440,REISTERSTOWN ROAD,5440 REISTERSTOWN ROAD,21215,PEPPER'S LIQUORS,"MT. EVEREST ENTERPRISE, INC.",LBD7
6200,REISTERSTOWN ROAD,6200 REISTERSTOWN ROAD,21215,JOE'S PLACE,"6200 REIST,INC.",LBD7
6309,REISTERSTOWN ROAD,6309 REISTERSTOWN ROAD,21215,KOSHER BITE,"KOSHER BITE, INC.",LB
6630,REISTERSTOWN ROAD,6630 REISTERSTOWN ROAD,21215,MALL SPIRITS,KOSHA INC,LA
6798,REISTERSTOWN ROAD,6798 REISTERSTOWN ROAD,21215,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,"BALTIMORE ROSE, INC.",LB
2441,REISTERSTOWN ROAD,2441 REISTERSTOWN ROAD,21217,GERA VARIETY STORE,"GERA VARIETY STORE, INC.",LA
5900,"REISTERSTOWN ROAD, UNIT F","5900 REISTERSTOWN ROAD, UNIT F",21215,LIQUOR MART,"LIQUOR MART, LLC",LA
1202,RIDGELY STREET,1202 RIDGELY STREET,21230,"BALTIMORE FIRE FIGHTERS, LOCAL 734",,LC
1571,RIDGELY STREET,1571 RIDGELY STREET,21230,BAR  ELITE,"BAR ELITE, LLC",LD
1833,RIGGS AVENUE,1833 RIGGS AVENUE,21217,MARIO'S PIZZA HOUSE,LEE'S FAMILY CORP.,WD
1030-32,RIVERSIDE AVENUE,1030-32 RIVERSIDE AVENUE,21230,OUTPOST TAVERN,"PORTRIVER, INC.",LBD7
3602,ROGERS AVENUE WEST,3602 ROGERS AVENUE WEST,21215,MONTEGO BAY,"MONTEGO BAY BAKERY & CARRYOUT, INC",LB
4800-16,ROLAND AVENUE,4800-16 ROLAND AVENUE,21210,PETIT LOUIS BISTRO,"BISTROCO, LLC",LB
5109-13,ROLAND AVENUE,5109-13 ROLAND AVENUE,21210,EDDIE'S OF ROLAND PARK,"ROLAND PARK VICTOR'S MARKET, INC.",LA
4032,ROLAND AVENUE,4032 ROLAND AVENUE,21211,ROLAND PARK WINES & LIQUORS,"AMATO VENTURES, INC.",LA
1800,ROSEDALE STREET,1800 ROSEDALE STREET,21216,GROSSMANS LIQUOR,DNE ENTERPRISES INC.,LA
1525,"Russell St., 2105 Haines St. & 1555 Warner Street","1525 Russell St., 2105 Haines St. & 1555 Warner Street",21230,HORSESHOE BALTIMORE,"CBAC BORROWER, LLC",LBAL
1101,RUSSELL STREET NORTH,1101 RUSSELL STREET NORTH,21230,M & T BANK STADIUM,"ARAMARK FHC SPORTS & ENTERTAINMENT SERVICE, LLC",LBAL
211,SARATOGA STREET WEST,211 SARATOGA STREET WEST,21201,SARATOGA DISCOUNT LIQUOR,"#1 DISCOUNT LIQUORS, INC.",LA
1508,SARATOGA STREET WEST,1508 SARATOGA STREET WEST,21223,DONRITZ TAVERN & GRILL,DONRIT CORPORATON,LBD7
131,SCHROEDER STREET SOUTH,131 SCHROEDER STREET SOUTH,21223,THE BACK YARD,"THE BACK YARD X, LLC",LB
4216,SHANNON DRIVE,4216 SHANNON DRIVE,21213,PSA BREWERY,"PSA BREWERY, LLC",D
5110,SINCLAIR LANE,5110 SINCLAIR LANE,21206,PARKSIDE LIQUORS,"SWEN, INC.",LA
5418-20,SINCLAIR LANE,5418-20 SINCLAIR LANE,21206,FRANKFORD GARDEN LIQUORS,"AMERICAN SINGH, LLC",LA
3425,SINCLAIR LANE,3425 SINCLAIR LANE,21213,THE PRESERVE AT SINCLAIR,"ALL WALKS OF LIFE, LLC",LB
3701,SINCLAIR LANE,3701 SINCLAIR LANE,21213,ARCHBISHOP CURLEY HIGH SCHOOL,"ARCHBISHOP CURLEY FRIARS ""C"" CLUB",WC
1340-E,SMITH AVENUE,1340-E SMITH AVENUE,21209,MT. WASHINGTON WINE & SPIRITS,"GRAFTED PARTNERSHIPS, LLC",LBD7
10-Aug,SOUTH STREET,8-10 SOUTH STREET,21202,THE EMPANADA LADY,"THE EMPANADA LADY, LLC",LB
44,SOUTH STREET,44 SOUTH STREET,21202,CRAFTY CRAB BALTIMORE,"CRAFTY CRAB INNER HARBOR, INC.",LB
222,ST. PAUL PL AND 225 N. CHARLES ST,222 ST. PAUL PL AND 225 N. CHARLES ST,21202,EMBASSY SUITES BALTIMORE,"BIH OWNER, LLC",LBHM
2426-28,ST. PAUL STREET,2426-28 ST. PAUL STREET,21218,CHARLES VILLAGE DISCOUNT LIQUORS,"DRSK, LLC",LA
3101,ST. PAUL STREET,3101 ST. PAUL STREET,21218,BOZ'S BURGERS,"BOZ'S BURGERS,LLC",LB
3107,ST. PAUL STREET,3107 ST. PAUL STREET,21218,CHARLES VILLAGE PUB,"BOSKI, INC.",LB
3109,ST. PAUL STREET,3109 ST. PAUL STREET,21218,EDDIE'S LIQUOR,EDDIE'S 3109 LIQUOR LLC,LA
3224,ST. PAUL STREET,3224 ST. PAUL STREET,21218,BUSBOYS AND POETS,"BUSBOYS OF BALTIMORE, LLC",LB
3327,ST. PAUL STREET,3327 ST. PAUL STREET,21218,TAMBERS,"SHARMA KUMAR, INC.",LB
800,ST. PAUL STREET AKA 24 EAST MADISON STREET,800 ST. PAUL STREET AKA 24 EAST MADISON STREET,21202,SAN PABLO STREET TACOS,"MOODY'S PLACE, LLC",WD
1001,"ST. PAUL STREET, UNIT B-A AND B-B","1001 ST. PAUL STREET, UNIT B-A AND B-B",21202,EAGER & ST. PAUL LIQUOR STORE,"MADHAV BALTIMORE, LLC",LA
806,STILES STREET,806 STILES STREET,21202,DUDLEY ROAD BARBECUE,"RAYMAX, INC.",LB
1609,SULGRAVE AVENUE,1609 SULGRAVE AVENUE,21209,LE BISTRO DU VILLAGE,"CREPE DU JOUR, INC.",LB
1615,SULGRAVE AVENUE,1615 SULGRAVE AVENUE,21209,ETHEL'S CREOLE KITCHEN,"RNFB, LLC",LB
1615,SULGRAVE AVENUE,1615 SULGRAVE AVENUE,21209,ETHEL & RAMONE'S,"ETHEL & RAMONE'S, INC.",WD
1619-21,SULGRAVE AVENUE,1619-21 SULGRAVE AVENUE,21209,CHIYO SUSHI,"T AND M FOOD SERVICE, LLC",WB
1417,THAMES STREET,1417 THAMES STREET,21231,AMPERSEA,"MISSION-DRIVEN DINING,LLC",LB
1600,THAMES STREET,1600 THAMES STREET,21231,DUDA'S TAVERN,,LD
1602-08,THAMES STREET,1602-08 THAMES STREET,21231,KALI'S COURT,"KALI'S COURT, LLC",LBD7
1616,THAMES STREET,1616 THAMES STREET,21231,LUNA GARDEN,"LUNA GARDEN 1616, LLC",WD
1626-28,THAMES STREET,1626-28 THAMES STREET,21231,THE HORSE YOU CAME IN ON SALOON,"ALOGOS, INC.",LBD7
1629,THAMES STREET,1629 THAMES STREET,21231,BARCOCINA,"THAMES STREET BALTIMORE, LLC",LB
1639,THAMES STREET,1639 THAMES STREET,21231,RYE,"R.Y.E, LLC",LBD7
1645,THAMES STREET,1645 THAMES STREET,21231,ADMIRALS CUP,CONTRACT PURCHASER,LBD7
1700,THAMES STREET,1700 THAMES STREET,21231,SLAINTE IRISH PUB & RESTAURANT,"KCR ENTERPRISES, LLC",LB
1702,THAMES STREET,1702 THAMES STREET,21231,KOOPERS TAVERN,"KOOPER'S TAVERN, INC.",LB
1710,THAMES STREET,1710 THAMES STREET,21231,WATERFRONT HOTEL,"ADMIRAL'S OF THAMES, LLC",LBD7
1715,THAMES STREET,1715 THAMES STREET,21231,PENDRY HOTEL,"1715 THAMES LICENSEE, LLC",LBHM
1718,THAMES STREET,1718 THAMES STREET,21231,RIPTIDE,"JMB 3 HOLDINGS,LLC",LB
1728,THAMES STREET,1728 THAMES STREET,21231,THAMES STREET OYSTER HOUSE,"TSOH, LLC",LB
1730,THAMES STREET,1730 THAMES STREET,21231,CAT'S EYE PUB,CAT'S EYE LTD.,LBD7
1734,THAMES STREET,1734 THAMES STREET,21231,POINT IN FELLS,"POINT IN FELLS, LLC",LB
1800,THAMES STREET,1800 THAMES STREET,21231,PENNY BLACK BALTIMORE,"PENNY BLACK BALTIMORE, INC.",LB
1724,THAMES STREET & 808 S ANN STREET,1724 THAMES STREET & 808 S ANN STREET,21231,PRIMA DOPO,"PRIMA DOPO BALTIMORE, LLC",LBD7
3700,TOONE STREET,3700 TOONE STREET,21224,DI PASQUALE'S ITALIAN MARKET,DI PASQUALE'S BREWERS HILL,LB
1202,UNION AVENUE,1202 UNION AVENUE,21211,SHERIDAN-HOOD VFW POST 3065,SHERIDAN-HOOD VFW POST 3065,LC
1500,UNION AVENUE,1500 UNION AVENUE,21211,ARTIFACT COFFEE,"ARTIFACT, LLC",LB
1601,UNION AVENUE,1601 UNION AVENUE,21211,BLUE PIT BBQ,"BLUE PIT, LLC",LBD7
1619,UNION AVENUE,1619 UNION AVENUE,21211,CLIPPER MILL,"ROBJAM, INC.",LB
1700,UNION AVENUE SUITE D,1700 UNION AVENUE SUITE D,21211,PARIAH BREWING COMPANY,"PARIAH BREWING COMPANY, LLC",D
1625,UNION AVENUE UNIT C,1625 UNION AVENUE UNIT C,21211,WAVERLY BREWING COMPANY,"WAVERLY BREWING COMPANY, LLC",D
100,UNIVERSITY PARKWAY WEST,100 UNIVERSITY PARKWAY WEST,21210,ONE WORLD CAFE,"NOVAK, INC.",LB
116,UNIVERSITY PARKWAY WEST,116 UNIVERSITY PARKWAY WEST,21210,CYPRIANA,"EMF,INC",LB
4,UNIVERSITY PARKWAY WEST,4 UNIVERSITY PARKWAY WEST,21218,ALIZEE RESTAURANT,"RWN COLONNADE HOTEL, LLC",LBHM
2148-52,VINE STREET,2148-52 VINE STREET,21223,ROOTS UNLTD.,"JACKSON LOUNGE, INC.",LBD7
3741,WABASH AVENUE,3741 WABASH AVENUE,21215,WABASH LIQUORS,"SARAH LIQUORS, LLC",LA
5722,WABASH AVENUE,5722 WABASH AVENUE,21215,PLAZA LIQUORS,"C & C LEE, INC.",LA
1411,WARNER STREET,1411 WARNER STREET,21230,TOPGOLF,"TOPGOLF USA BALTIMORE, LLC",LB
906,WASHINGTON BLVD.,906 WASHINGTON BLVD.,21230,SWILL APOTHECAFE,"CHEF HEATHER SMITH, LLC",LB
504-06,WASHINGTON BOULEVARD,504-06 WASHINGTON BOULEVARD,21230,SLIDERS,"SLIDEWASH INC,.",LBD7
508,WASHINGTON BOULEVARD,508 WASHINGTON BOULEVARD,21230,"MONARCH DEVELOPMENT, LLC",CONTRACT PURCHASER,WD
516-20,WASHINGTON BOULEVARD,516-20 WASHINGTON BOULEVARD,21230,PICKLES PUB,"PICKLES VENTURES, INC.",LBD7
550,WASHINGTON BOULEVARD,550 WASHINGTON BOULEVARD,21230,HAMPTON INN BALTIMORE,"PHVIF II BALTIMORE FB, LLC",LBHM
631,WASHINGTON BOULEVARD,631 WASHINGTON BOULEVARD,21230,RIDGELY MARKET,GREENWASH CORPORATION,LA
767,WASHINGTON BOULEVARD,767 WASHINGTON BOULEVARD,21230,CULINARY ARCHITECTURE,"CULINARY ARCHITECTURE PARTNERS, LLC",LBD7
786,WASHINGTON BOULEVARD,786 WASHINGTON BOULEVARD,21230,SAMI WINES,"PIGTOWN WINE, BEER & LIQUOR INC.",LA
849,WASHINGTON BOULEVARD,849 WASHINGTON BOULEVARD,21230,MILLER'S LIQUORS,"HONG KO, INC.",LA
861,WASHINGTON BOULEVARD,861 WASHINGTON BOULEVARD,21230,MOBTOWN BALLROOM,"CHARM CITY SWING, LLC",LBD7
912,WASHINGTON BOULEVARD,912 WASHINGTON BOULEVARD,21230,SUSPENDED BREWING COMPANY,"SUSPENDED BREWING COMPANY,LLC",D
925,WASHINGTON BOULEVARD,925 WASHINGTON BOULEVARD,21230,GROUNDWORK KITCHEN,"GROUNDWORK KITCHEN, LLC",LB
1171-73,WASHINGTON BOULEVARD,1171-73 WASHINGTON BOULEVARD,21230,BOB'S BAR,"C & C ENTERPRISES, INC.",LBD7
1269,WASHINGTON BOULEVARD,1269 WASHINGTON BOULEVARD,21230,CHRIS LIQUOR & GRILL,"1269 WASHINGTON, INC.",LBD7
1415,WASHINGTON BOULEVARD,1415 WASHINGTON BOULEVARD,21230,PIGTOWN ALE HOUSE,PIGTOWN ALE HOUSE LLC,LBD7
2100,WASHINGTON BOULEVARD,2100 WASHINGTON BOULEVARD,21230,CARROLL PARK GOLF COURSE,BALTIMORE MUNICIPAL GOLF CORPORATION,LM-G
2229,WASHINGTON BOULEVARD,2229 WASHINGTON BOULEVARD,21230,ITALIANO'S,ITALIANO'S INC.,LB
2351,WASHINGTON BOULEVARD,2351 WASHINGTON BOULEVARD,21230,MARSHALL'S BAR,"MARSHALL'S, INC.",LBD7
2501-03,WASHINGTON BOULEVARD,2501-03 WASHINGTON BOULEVARD,21230,WASHINGTON BAR & LIQUOR,"WASHINGTON LIQUOR, INC",LBD7
2527,WASHINGTON BOULEVARD,2527 WASHINGTON BOULEVARD,21230,BERNIE'S LIQUORS,"SITA ENTERPRISES, INC.",LA
2616-18,WASHINGTON BOULEVARD,2616-18 WASHINGTON BOULEVARD,21230,HAWLEY'S PUB,"HAWLEY ENTERPRISES, LLC",LBD7
2629,WASHINGTON BOULEVARD,2629 WASHINGTON BOULEVARD,21230,MI CANTON RESTAURANT,"MI CANTON , INC.",LB
2709-11,WASHINGTON BOULEVARD,2709-11 WASHINGTON BOULEVARD,21230,2 TWELVE LOUNGE,BLU INK CORPORATION,LBD7
3212,WASHINGTON BOULEVARD,3212 WASHINGTON BOULEVARD,21230,SOUTHWEST LIQUORS,WESTSOUTH INC.,LA
102-04,WATER STREET,102-04 WATER STREET,21202,THE WATER STREET TAVERN/KEY WEST ISLAND BAR,"THE WATER STREET TAVERN, INC.",LBD7
110,WATER STREET,110 WATER STREET,21202,SUPANO'S STEAK HOUSE,"110 WATER STREET SERIES 274, LLC",LB
2,WELLS STREET,2 WELLS STREET,21230,HOMESLYCE,1741 CROP,LB
2,WELLS STREET EAST SUITE 116,2 WELLS STREET EAST SUITE 116,21230,N/A,CONTRACT PURCHASER,LB
2,WHEELER AVENUE NORTH,2 WHEELER AVENUE NORTH,21223,HUNTER SPOT,,LBD7
1606,WHETSTONE WAY,1606 WHETSTONE WAY,21230,IRON ROOSTER,"1606 WHETSTONE WAY LICENSEE, LLC",LB
1703,WHETSTONE WAY,1703 WHETSTONE WAY,21230,SAMOS,"SAMOS AT MCHENRY ROW, LLC",WD
1724,WHETSTONE WAY,1724 WHETSTONE WAY,21230,FAT PATTIES,"FIRST PATTY MCH, LLC",LB
1800,WHETSTONE WAY,1800 WHETSTONE WAY,21230,THE CELLARS,"MCHENRY ROW BEER & WINE, LLC",WD
1100,"WICOMICO STREET, SUITE 1A","1100 WICOMICO STREET, SUITE 1A",21230,WICO STREET BEER COMPANY,"WICO ST. BEER COMPANY, LLC",D
2048,WILKENS AVENUE,2048 WILKENS AVENUE,21223,G & T LIQUOR,"RIVER MOON, INC.",LA
2148,WILKENS AVENUE,2148 WILKENS AVENUE,21223,EDNA'S PLACE,"P&M PROPERTIES SOLUTIONS, LLC",LD
2320,WILKENS AVENUE,2320 WILKENS AVENUE,21223,POP'S LIQUOR AND GROCERY,"NOORIE, INC.",LA
2601,WILKENS AVENUE,2601 WILKENS AVENUE,21223,SPIRITS WEST,"RK2, LLC",LBD7
2696,WILKENS AVENUE,2696 WILKENS AVENUE,21223,WILKENS TAVERN,"LAL JEE, INC",LD
1000,WILLS STREET,1000 WILLS STREET,21231,SANDLOT,"HARBOR POINT SANDLOT, LLC",LBD7
1215,WILLS STREET,1215 WILLS STREET,21231,CANOPY BALTIMORE HARBOR POINT,"WILLS WHARF HOTEL, LLC",LBHM
3000,WINDSOR AVENUE,3000 WINDSOR AVENUE,21216,YOUR CONVENIENT STORE,"YOUR CONVENIENT STORE, INC.",WA
800,WOLFE STREET NORTH,800 WOLFE STREET NORTH,21205,"RESIDENCE INN BY MARRIOTT, BALTIMORE AT THE JOHN H","GATEWAY F&B, LLC",LBHM
1642-44,WOLFE STREET NORTH,1642-44 WOLFE STREET NORTH,21213,WOLFE LIQUORS,"SOLAB,LLC",LA-2
855,WOLFE STREET NORTH SUITE D & E,855 WOLFE STREET NORTH SUITE D & E,21205,HELMAND KABOBI,"KABOBI, INC",LB
500,WOLFE STREET SOUTH,500 WOLFE STREET SOUTH,21231,CARNITAS ROCIO,"GARCIA RESTAURANT, LLC",LB
906,WOLFE STREET SOUTH,906 WOLFE STREET SOUTH,21231,THE DARA,"THE DARA OF BALTIMORE,LLC",LB
915,WOLFE STREET SOUTH,915 WOLFE STREET SOUTH,21231,CHILANGOS TEQUILA BAR & GRILL,"CHILANGOS TEQUILA BAR & GRILL, LLC",LB
3101-03,WYLIE AVENUE,3101-03 WYLIE AVENUE,21215,WYLIE LIQUORS,"J & T LIQUORS, INC.",LBD7
4637,YORK ROAD,4637 YORK ROAD,21212,NEW REX LIQUORS,"ALLSWELL, INC.",LA
5303-05,YORK ROAD,5303-05 YORK ROAD,21212,JEN LIQUORS,"SYP, INC.",LA
5404-06,YORK ROAD,5404-06 YORK ROAD,21212,CORKY'S LIQUORS,"SHREE OM SAI, LLC",LA
5407,YORK ROAD,5407 YORK ROAD,21212,YORK CLUB,"SAVITAG,LLC",LBD7
5411,YORK ROAD,5411 YORK ROAD,21212,ROSEN'S LIQUORS,"NEXT, LLC",LA
5604,YORK ROAD,5604 YORK ROAD,21212,FULL TILT BREWING,"FULL TILT BREWING, LLC",LB
5716,YORK ROAD,5716 YORK ROAD,21212,NOIR RESTAURANT,"NOIR RESTAURANT AND LOUNGE,LLC",LB
5716,YORK ROAD,5716 YORK ROAD,21212,ANGELI'S PIZZERIA II,"5716, LLC",LB
5718,YORK ROAD,5718 YORK ROAD,21212,HEX SUPERETTE,"HEX SUPERETTE, LLC",LB
5800,YORK ROAD,5800 YORK ROAD,21212,HERITAGE SMOKEHOUSE,"HERITAGE SMOKEHOUSE, LLC",LBD7
5904,YORK ROAD,5904 YORK ROAD,21212,CLARK BURGER,YORK ROAD CINEMA LLC,LB
5911,YORK ROAD,5911 YORK ROAD,21212,GRAND CRU,"MARKET BAR, LLC",LBD7
5914-16,YORK ROAD,5914-16 YORK ROAD,21212,ZEN WEST ROADSIDE CANTINA,"CHANCO GROUP, LLC",LB
5917,YORK ROAD,5917 YORK ROAD,21212,NEW CIMINOS LIQUORS,"SHAKTI, INC.",LA
5921-23,YORK ROAD,5921-23 YORK ROAD,21212,SWALLOW AT THE HOLLOW,"OPI ENTERPRISES, LLC",LBD7
5928,YORK ROAD,5928 YORK ROAD,21212,JERRY'S BELVEDERE TAVERN,"PERGUSA ENTERPRISES, INC.",LBD7
6310-10A,YORK ROAD,6310-10A YORK ROAD,21212,WELLS DISCOUNT LIQUORS,J.R.R.G. CORPORATION,LA
6726,YOUNGSTOWN AVENUE,6726 YOUNGSTOWN AVENUE,21222,SACRED HEART OF MARY CHURCH,MEN'S CLUB OF GRACELAND PARK,WC
201-207,REDWOOD STREET EAST,201-207 REDWOOD STREET EAST,21202,KECHY PIZZA CO,"KECHY 2, LLC",LB
4-Feb,PRESTON STREET EAST,2-4 PRESTON STREET EAST,21202,DA' HANGOUT,"GOLDEN GRILLZ, LLC",LB
720,ALICEANNA STREET,720 ALICEANNA STREET,21202,THE RUXTON STEAKHOUSE,"STEAKHOUSE VENTURE, LLC",LB
1200,NORTH AVENUE WEST,1200 NORTH AVENUE WEST,21217,"FLEURS d' AVE, INC.",FLEURS d' AVE,LBD7
